<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI [RTSIDX],Daily,20030206,0,346.540000,347.230000,344.920000,345.230000,10402047.000000
RTSI [RTSIDX],Daily,20030207,0,346.350000,354.910000,346.350000,353.460000,8818825.000000
RTSI [RTSIDX],Daily,20030210,0,357.650000,362.110000,357.650000,361.080000,16784856.000000
RTSI [RTSIDX],Daily,20030211,0,366.830000,371.190000,366.380000,370.710000,26174636.000000
RTSI [RTSIDX],Daily,20030212,0,373.220000,374.660000,369.400000,369.430000,19679194.000000
RTSI [RTSIDX],Daily,20030213,0,370.310000,370.310000,366.680000,368.700000,18712201.000000
RTSI [RTSIDX],Daily,20030214,0,369.040000,370.910000,368.890000,370.910000,11809968.000000
RTSI [RTSIDX],Daily,20030217,0,372.450000,372.720000,372.260000,372.600000,6827271.000000
RTSI [RTSIDX],Daily,20030218,0,372.880000,374.970000,372.880000,374.720000,15458623.000000
RTSI [RTSIDX],Daily,20030219,0,373.940000,373.940000,368.310000,369.180000,17883885.000000
RTSI [RTSIDX],Daily,20030220,0,368.200000,371.940000,368.200000,370.740000,12553820.000000
RTSI [RTSIDX],Daily,20030221,0,370.820000,373.890000,370.330000,373.880000,8792464.000000
RTSI [RTSIDX],Daily,20030225,0,376.570000,378.170000,375.590000,378.140000,20690407.000000
RTSI [RTSIDX],Daily,20030226,0,378.870000,378.930000,377.840000,378.850000,11638878.000000
RTSI [RTSIDX],Daily,20030227,0,378.450000,380.420000,377.880000,380.420000,14101175.000000
RTSI [RTSIDX],Daily,20030228,0,380.920000,383.230000,380.920000,383.230000,15268944.000000
RTSI [RTSIDX],Daily,20030303,0,385.490000,391.260000,385.490000,391.260000,26186809.000000
RTSI [RTSIDX],Daily,20030304,0,392.330000,392.330000,388.740000,388.740000,20905660.000000
RTSI [RTSIDX],Daily,20030305,0,386.910000,392.800000,386.910000,392.800000,21845414.000000
RTSI [RTSIDX],Daily,20030306,0,396.830000,400.380000,396.830000,397.470000,26584154.000000
RTSI [RTSIDX],Daily,20030307,0,394.630000,394.660000,391.730000,391.730000,16449433.000000
RTSI [RTSIDX],Daily,20030311,0,391.010000,391.010000,384.540000,385.880000,10227432.000000
RTSI [RTSIDX],Daily,20030312,0,386.320000,386.320000,378.640000,378.700000,17903423.000000
RTSI [RTSIDX],Daily,20030313,0,379.780000,381.470000,378.670000,381.390000,9688425.000000
RTSI [RTSIDX],Daily,20030314,0,378.820000,381.380000,378.130000,379.540000,16977110.000000
RTSI [RTSIDX],Daily,20030317,0,375.950000,375.950000,371.790000,372.130000,17186597.000000
RTSI [RTSIDX],Daily,20030318,0,371.720000,371.720000,362.580000,362.580000,26933312.000000
RTSI [RTSIDX],Daily,20030319,0,362.340000,364.390000,361.560000,363.240000,11374347.000000
